Count,x,y,z,w,phi,theta,mocap_psi,psi
418,-0.144836708903313,0.78159499168396,0.00442211329936981,0.606722354888916,-2.57215261164028,1.25228706944604,2.35795416865151,2.35795416865151
419,-0.145723134279251,0.778531014919281,0.00395548436790705,0.610441505908966,-2.54828726372575,1.25855636794175,2.33359153644906,2.33359153644906
420,-0.146645337343216,0.775382876396179,0.00330188381485641,0.614219665527344,-2.52213855470787,1.26457366009123,2.30715727380104,2.30715727380104
421,-0.147288605570793,0.77227121591568,0.00230113230645657,0.617978930473328,-2.49446192929767,1.27024198806787,2.28008839370842,2.28008839370842
422,-0.148990347981453,0.759481906890869,-0.00287735438905656,0.633230447769165,-2.36887849989697,1.29058410822706,2.15981819451317,2.15981819451317
423,-0.149233564734459,0.756497263908386,-0.00443392898887396,0.636727392673492,-2.33641473065739,1.29438679220729,2.12929576129734,2.12929576129734
424,-0.14927151799202,0.753558456897736,-0.00598630262538791,0.640181124210358,-2.30398484552872,1.29807175488004,2.0990920603975,2.0990920603975
425,-0.149256765842438,0.750674545764923,-0.00705860462039709,0.643552899360657,-2.27322188087999,1.30199699791653,2.06994347963731,2.06994347963731
426,-0.149340450763702,0.747778296470642,-0.00806696061044931,0.646884918212891,-2.24174855926,1.30560906136887,2.03984569522267,2.03984569522267
427,-0.149533122777939,0.74491161108017,-0.0089148860424757,0.650128602981567,-2.21034788017237,1.30893739944041,2.00942912109059,2.00942912109059
428,-0.149511620402336,0.742178738117218,-0.00967544596642256,0.653240740299225,-2.18017274582734,1.31219855369519,1.98041792141305,1.98041792141305
429,-0.149519920349121,0.739518582820892,-0.0103818094357848,0.656238079071045,-2.15032151033776,1.31513314773297,1.95160499620009,1.95160499620009
430,-0.149654716253281,0.736948728561401,-0.011045990511775,0.659081280231476,-2.12097075673523,1.3175810671371,1.92304388001526,1.92304388001526
431,-0.149635374546051,0.734309136867523,-0.0114507311955094,0.662018358707428,-2.09126950697613,1.32044447590408,1.89398604002062,1.89398604002062
432,-0.14963898062706,0.731684029102325,-0.0116023384034634,0.664915144443512,-2.06191013127606,1.32335859731431,1.86487468555091,1.86487468555091
433,-0.14959292113781,0.729143738746643,-0.0117299947887659,0.667707920074463,-2.03304101419834,1.32605716429808,1.83628727577552,1.83628727577552
434,-0.149512380361557,0.726437985897064,-0.0118352584540844,0.670666754245758,-2.00182593868038,1.32877915157686,1.80537103557024,1.80537103557024
435,-0.149282917380333,0.723712503910065,-0.0119907781481743,0.673654973506928,-1.96969280257465,1.33141579716956,1.7738203289946,1.7738203289946
436,-0.148844033479691,0.720996201038361,-0.011311823502183,0.676669836044312,-1.93889308273337,1.33524267091871,1.74272194096073,1.74272194096073
437,-0.148221179842949,0.718129873275757,-0.0112486435100436,0.67984813451767,-1.90406185775487,1.33834179863814,1.70872725899191,1.70872725899191
438,-0.147548452019691,0.715380012989044,-0.0119101470336318,0.682875633239746,-1.86858629429485,1.340139410981,1.67518069294518,1.67518069294518
439,-0.146592691540718,0.712368726730347,-0.0122598176822066,0.686215162277222,-1.82972846766735,1.34262594020581,1.63821753608964,1.63821753608964
440,-0.141565963625908,0.6934974193573,-0.0144844343885779,0.706265330314636,-1.57969871721066,1.34891543210306,1.39861932819288,1.39861932819288
441,-0.141326099634171,0.690282881259918,-0.0149929458275437,0.709444642066956,-1.53883536980985,1.34761016986048,1.35881207318898,1.35881207318898
442,-0.141301408410072,0.687191188335419,-0.0154475094750524,0.712434947490692,-1.50079998287777,1.34578925506878,1.32144303497421,1.32144303497421
443,-0.141158610582352,0.684051334857941,-0.0157108139246702,0.71547269821167,-1.46250689251645,1.34405746052711,1.28371263248496,1.28371263248496
444,-0.141318738460541,0.681076228618622,-0.0163853615522385,0.718258857727051,-1.42829482202447,1.34114959333584,1.25020594509767,1.25020594509767
445,-0.141517087817192,0.677972733974457,-0.016816595569253,0.721140205860138,-1.39352254058841,1.33818181096497,1.21573581131605,1.21573581131605
446,-0.141791000962257,0.674943804740906,-0.0173102896660566,0.723910629749298,-1.36097898322976,1.33483062671519,1.18347132900931,1.18347132900931
447,-0.142006129026413,0.671866893768311,-0.0177938956767321,0.726713478565216,-1.32875487360463,1.33129252665418,1.15159353602555,1.15159353602555
448,-0.141837939620018,0.668675482273102,-0.0182821564376354,0.729671776294708,-1.29495696076534,1.32788158575777,1.11869782607654,1.11869782607654
449,-0.141870617866516,0.665612757205963,-0.0188614372164011,0.732445657253265,-1.26450090753652,1.32399394460699,1.08898145712863,1.08898145712863
450,-0.141745388507843,0.662429332733154,-0.0193846598267555,0.735336601734161,-1.23320397267389,1.32002635116122,1.05856873064049,1.05856873064049
451,-0.14145690202713,0.659218609333038,-0.0199213679879904,0.738257348537445,-1.20211326163534,1.31598127624549,1.02861402032134,1.02861402032134
452,-0.141270399093628,0.655994236469269,-0.0206428039819002,0.741139709949493,-1.17279242909007,1.31135854843684,1.00054095618463,1.00054095618463
453,-0.141035348176956,0.652663707733154,-0.0208457671105862,0.744113326072693,-1.14240801211646,1.30709366814202,0.9707352937848,0.9707352937848
454,-0.140701070427895,0.649297475814819,-0.0215014927089214,0.74709689617157,-1.11336927861059,1.30212937238431,0.943057346766039,0.943057346766039
455,-0.140476003289223,0.645942568778992,-0.0220627952367067,0.750025272369385,-1.08585317960772,1.29698733380215,0.916607989481371,0.916607989481371
456,-0.140262439846993,0.642486035823822,-0.0222348012030125,0.753023028373718,-1.05783208108034,1.29195942546088,0.889080165154412,0.889080165154412
457,-0.140241891145706,0.638722062110901,-0.0223699044436216,0.756218135356903,-1.02939159860777,1.28611810870291,0.860792773028061,0.860792773028061
458,-0.139920249581337,0.635145306587219,-0.0227661561220884,0.759272396564484,-1.00285689597452,1.2803830050898,0.835217600906468,0.835217600906468
459,-0.139219969511032,0.631834924221039,-0.0234332717955112,0.762137413024902,-0.978253521357341,1.27498241890377,0.81250918525308,0.81250918525308
460,-0.13887794315815,0.628245055675507,-0.0239982586354017,0.765143930912018,-0.954098479025636,1.26875096229001,0.789578092597994,0.789578092597994
461,-0.138956546783447,0.624655425548553,-0.0244426261633635,0.768049001693726,-0.932554388780935,1.26212810013414,0.768475218354514,0.768475218354514
462,-0.13877172768116,0.620999753475189,-0.0250360202044249,0.771022021770477,-0.910820841655051,1.2553575368888,0.74777220671163,0.74777220671163
463,-0.138763457536697,0.617504835128784,-0.0260788425803184,0.773790895938873,-0.892852321776056,1.24815641061434,0.731219993473555,0.731219993473555
464,-0.138799130916595,0.613740622997284,-0.0264449454843998,0.776761114597321,-0.872797840907193,1.24103207552852,0.711545795038948,0.711545795038948
465,-0.138863503932953,0.610080242156982,-0.0272253267467022,0.779601156711578,-0.855333610579121,1.23357346524533,0.69501060307375,0.69501060307375
466,-0.138667494058609,0.606550455093384,-0.0284855030477047,0.782340347766876,-0.839383968627422,1.22603986216446,0.681053709610389,0.681053709610389
467,-0.138754829764366,0.602905511856079,-0.0293056536465883,0.785107135772705,-0.823737383816917,1.21842874398444,0.666356723402431,0.666356723402431
468,-0.13863217830658,0.59931480884552,-0.0304280947893858,0.787830710411072,-0.808889230613521,1.21074968769655,0.65319479971991,0.65319479971991
469,-0.138616263866425,0.595824241638184,-0.031354870647192,0.790440320968628,-0.795124543280878,1.20331282389424,0.640683448923021,0.640683448923021
470,-0.138497516512871,0.592448830604553,-0.0325192548334599,0.792947232723236,-0.782557024041025,1.19592202484488,0.629860957020311,0.629860957020311
471,-0.143928915262222,0.558016419410706,-0.0349183864891529,0.816506445407867,-0.684406170885172,1.122522397332,0.526121662450392,0.526121662450392
472,-0.143877312541008,0.550317704677582,-0.0352177135646343,0.821711242198944,-0.662340919239794,1.10679849086802,0.504278252366234,0.504278252366234
473,-0.144446015357971,0.546577632427216,-0.0351649969816208,0.824106574058533,-0.653948876092721,1.09892134690777,0.494830750257619,0.494830750257619
474,-0.144819378852844,0.543029248714447,-0.0350656025111675,0.826387882232666,-0.645613324795352,1.09156425007017,0.485662530213485,0.485662530213485
475,-0.145335167646408,0.53969794511795,-0.0348081849515438,0.828487992286682,-0.638334811500653,1.08466874357138,0.477117707743196,0.477117707743196
476,-0.146061927080154,0.53648853302002,-0.034114483743906,0.830471038818359,-0.631550178592024,1.07820582984521,0.468124460248464,0.468124460248464
477,-0.146916806697845,0.533522963523865,-0.0335808545351028,0.832250654697418,-0.626310960154474,1.07204887360375,0.460724409178777,0.460724409178777
478,-0.148267239332199,0.531197309494019,-0.0340777561068535,0.833477675914764,-0.626272864462048,1.06621487268749,0.459311357040071,0.459311357040071
479,-0.149146124720573,0.52843314409256,-0.0336755998432636,0.835092663764954,-0.622083487372909,1.06036968333317,0.453116138000052,0.453116138000052
480,-0.150379151105881,0.525303781032562,-0.0330029055476189,0.836870908737183,-0.617935783226618,1.05377820263503,0.446023871046841,0.446023871046841
481,-0.151257887482643,0.52219158411026,-0.0324943661689758,0.838678181171417,-0.613082723957282,1.0472894304113,0.438983203990721,0.438983203990721
482,-0.151777252554894,0.518983125686646,-0.0325119569897652,0.840573191642761,-0.607871999985256,1.04042113048355,0.432872603921549,0.432872603921549
483,-0.152302354574204,0.51545524597168,-0.0323208905756474,0.842653691768646,-0.601837112842268,1.0330309413712,0.42560563032066,0.42560563032066
484,-0.152448698878288,0.511880278587341,-0.032547116279602,0.844794988632202,-0.595347606098984,1.02544351122737,0.419047701705667,0.419047701705667
485,-0.152210533618927,0.508150279521942,-0.0330830402672291,0.847066044807434,-0.588002575947218,1.01751040658975,0.412647429841253,0.412647429841253
486,-0.151688009500504,0.50425523519516,-0.0337285995483398,0.849458515644074,-0.57982117306472,1.00929256075675,0.405985000195933,0.405985000195933
487,-0.150941640138626,0.500215232372284,-0.0344557650387287,0.851947247982025,-0.571026296902883,1.00081747400656,0.399154959719339,0.399154959719339
488,-0.148214817047119,0.496817529201508,-0.035917617380619,0.854350507259369,-0.558502624146125,0.994094254357095,0.392661367182303,0.392661367182303
489,-0.145496889948845,0.493353188037872,-0.0380454361438751,0.856729805469513,-0.547142391017414,0.986806848605058,0.388299662812051,0.388299662812051
490,-0.14408965408802,0.489139795303345,-0.0386537946760654,0.859352350234985,-0.536557918256874,0.978296934913694,0.380499481128839,0.380499481128839
491,-0.141609370708466,0.480566889047623,-0.039685744792223,0.864538788795471,-0.516755521305628,0.960882997681814,0.365497182511223,0.365497182511223
492,-0.140731528401375,0.476173788309097,-0.0400987192988396,0.867090165615082,-0.508043329088886,0.951840693465372,0.358489441329785,0.358489441329785
493,-0.139993712306023,0.472123593091965,-0.0409194715321064,0.869382917881012,-0.501057305248849,0.94322411866826,0.353619031111614,0.353619031111614
494,-0.138548538088799,0.463657230138779,-0.0406991876661778,0.87416809797287,-0.484703598670043,0.926214467440337,0.338682405878395,0.338682405878395
495,-0.137790441513062,0.459145218133926,-0.0402785204350948,0.876685321331024,-0.475984355930803,0.917281429229838,0.330248397139237,0.330248397139237
496,-0.137224316596985,0.454807132482529,-0.0400479882955551,0.87904280424118,-0.468535407442103,0.908526702400984,0.323084343976549,0.323084343976549
497,-0.136821091175079,0.450599044561386,-0.0405966155230999,0.881244778633118,-0.462915411967854,0.89958230723466,0.318667913672898,0.318667913672898
498,-0.135947734117508,0.445455551147461,-0.0394699648022652,0.884041666984558,-0.452913589244746,0.889680873307904,0.308033327889579,0.308033327889579
499,-0.135535627603531,0.440927684307098,-0.0395289100706577,0.886369287967682,-0.446675763958073,0.880306651906272,0.302262256287291,0.302262256287291
500,-0.133076831698418,0.416089624166489,-0.0354802273213863,0.898833155632019,-0.410017053142233,0.830912927686221,0.261844129790939,0.261844129790939
501,-0.132572382688522,0.410870939493179,-0.035138588398695,0.901318490505219,-0.403606670567407,0.820276240138936,0.255373015365678,0.255373015365678
502,-0.132613286375999,0.405796229839325,-0.0351831242442131,0.90360689163208,-0.39937984622772,0.809625556886825,0.250837436105495,0.250837436105495
503,-0.130234062671661,0.400658547878265,-0.0368463769555092,0.906175673007965,-0.390550660079152,0.79882449959125,0.247871194428861,0.247871194428861
504,-0.129416257143021,0.395137220621109,-0.0366990938782692,0.908719480037689,-0.383814786281503,0.787567297719079,0.241833912021015,0.241833912021015
505,-0.128413110971451,0.389872372150421,-0.0371186956763268,0.911115765571594,-0.377556345150479,0.776664955969553,0.237439765907465,0.237439765907465
506,-0.128537803888321,0.385190576314926,-0.0372651107609272,0.913081407546997,-0.37451648939347,0.766808787126934,0.234141027872159,0.234141027872159
507,-0.129476740956306,0.376267313957214,-0.0335150733590126,0.916807234287262,-0.366940865619776,0.749469208035838,0.218788417002724,0.218788417002724
508,-0.129013776779175,0.370588332414627,-0.0334195755422115,0.919185996055603,-0.361845958196085,0.73779239008082,0.213882503906076,0.213882503906076
509,-0.128218069672585,0.365192830562592,-0.0338374711573124,0.921438813209534,-0.356714742719387,0.726594999360056,0.210267453895881,0.210267453895881
510,-0.127447903156281,0.359469383955002,-0.0339965783059597,0.923787355422974,-0.351340174716213,0.714819251728863,0.205949706184485,0.205949706184485
511,-0.126585230231285,0.3537338078022,-0.0338068678975105,0.926123976707459,-0.345572285380193,0.703176366473472,0.20084314717386,0.20084314717386
512,-0.12583489716053,0.348037719726562,-0.034051951020956,0.928372740745544,-0.340621810337989,0.691440519057563,0.197054758634712,0.197054758634712
513,-0.125138118863106,0.342278271913528,-0.0338907726109028,0.930611431598663,-0.335558072507683,0.679718321705821,0.192432510992235,0.192432510992235
514,-0.124267727136612,0.336592882871628,-0.0342055484652519,0.932787597179413,-0.330631503267434,0.668026704813607,0.188969464656903,0.188969464656903
515,-0.123174764215946,0.330996006727219,-0.0352027341723442,0.934895992279053,-0.325864310756828,0.656340056761651,0.187099201575094,0.187099201575094
516,-0.121870569884777,0.325463801622391,-0.0358610525727272,0.936981797218323,-0.320456595068744,0.644960015541389,0.18440825705255,0.18440825705255
517,-0.120732091367245,0.31959342956543,-0.0361506976187229,0.939136385917664,-0.315105132182595,0.632985390472221,0.180915199427791,0.180915199427791
518,-0.119589157402515,0.313735604286194,-0.0368771702051163,0.941227078437805,-0.310181540320639,0.620906510340302,0.178556056059809,0.178556056059809
519,-0.118250504136086,0.309248834848404,-0.0392249450087547,0.942785024642944,-0.306662533431917,0.611179057707302,0.180594269921001,0.180594269921001
520,-0.116274684667587,0.304235279560089,-0.0417180024087429,0.944553256034851,-0.301541431892929,0.600471148456657,0.182276585980905,0.182276585980905
521,-0.115284271538258,0.298519909381866,-0.042569350451231,0.946458280086517,-0.297309495467143,0.588673285998688,0.180628889022685,0.180628889022685
522,-0.114265337586403,0.292818784713745,-0.0439048185944557,0.948300063610077,-0.293408039333042,0.576778601338209,0.180146868476425,0.180146868476425
523,-0.113309755921364,0.287142246961594,-0.045653373003006,0.950066387653351,-0.289977479427009,0.564818333134,0.180716904416994,0.180716904416994
524,-0.112491682171822,0.281423896551132,-0.0468258298933506,0.951815903186798,-0.28651655018431,0.552941269513248,0.180123780534437,0.180123780534437
525,-0.112026743590832,0.275432258844376,-0.0472556203603745,0.953600585460663,-0.283342294345187,0.540677409137193,0.178037934895254,0.178037934895254
526,-0.111483007669449,0.269621759653091,-0.048781119287014,0.955246567726135,-0.280772193011629,0.52849472941402,0.178480047718036,0.178480047718036
527,-0.11084096133709,0.263749629259109,-0.0501410588622093,0.956888914108276,-0.277891928077393,0.516273508285532,0.178517805368096,0.178517805368096
528,-0.110538020730019,0.257798492908478,-0.0510198846459389,0.958497941493988,-0.275501380392664,0.50398552801311,0.177711570925429,0.177711570925429
529,-0.109927006065846,0.251926392316818,-0.0524717681109905,0.96004992723465,-0.272809175302328,0.491770929942109,0.178067629169931,0.178067629169931
530,-0.10944227129221,0.245749726891518,-0.0535486079752445,0.961645543575287,-0.270117888800712,0.479039755192044,0.177598415078376,0.177598415078376
531,-0.108930356800556,0.239386811852455,-0.0541831441223621,0.963271737098694,-0.267119610927197,0.466076418342193,0.176138769719254,0.176138769719254
532,-0.108257979154587,0.233278721570969,-0.0556875132024288,0.964759171009064,-0.264336959344838,0.453437548835349,0.176632281881719,0.176632281881719
533,-0.107724115252495,0.22692734003067,-0.0567908585071564,0.966268301010132,-0.261609125473885,0.440409409838518,0.176288071516532,0.176288071516532
534,-0.107370376586914,0.220615461468697,-0.0574620179831982,0.967728555202484,-0.259120672919664,0.427560693561014,0.17517352417728,0.17517352417728
535,-0.106968022882938,0.214543610811234,-0.0590013489127159,0.969044744968414,-0.257028229868623,0.414991556585665,0.176019592880118,0.176019592880118
536,-0.107171334326267,0.208524852991104,-0.0595465041697025,0.970301985740662,-0.255835013273522,0.402696740746749,0.175078547193504,0.175078547193504
537,-0.107008680701256,0.202628374099731,-0.0606643557548523,0.97149920463562,-0.25416613967141,0.39057847595991,0.175264527311587,0.175264527311587
538,-0.107359550893307,0.196850001811981,-0.0611417256295681,0.972617983818054,-0.253383337636639,0.378784484116384,0.174383678957919,0.174383678957919
539,-0.108032643795013,0.19120766222477,-0.0615065731108189,0.973645508289337,-0.2533024466867,0.367247149521271,0.173461735347821,0.173461735347821
540,-0.108931019902229,0.185880497097969,-0.0626183524727821,0.974505841732025,-0.254083003837477,0.356120758404864,0.174302505667411,0.174302505667411
541,-0.111884072422981,0.175155907869339,-0.0632366538047791,0.976116538047791,-0.257481390888379,0.333968467812465,0.173020938087054,0.173020938087054
542,-0.115032337605953,0.165253713726997,-0.0641449615359306,0.977417171001434,-0.261643325383021,0.313390858276195,0.172634712487935,0.172634712487935
543,-0.116752557456493,0.160209879279137,-0.0645448490977287,0.978026449680328,-0.263991714663594,0.302918826198375,0.172321572608186,0.172321572608186
544,-0.118319623172283,0.155202552676201,-0.0649365708231926,0.978619396686554,-0.266034453617302,0.292557401949775,0.171939152145274,0.171939152145274
545,-0.119795292615891,0.150031134486198,-0.0654305368661881,0.979213297367096,-0.267881002365581,0.28186589820805,0.171670098931495,0.171670098931495
546,-0.12094609439373,0.145105138421059,-0.0665092468261719,0.979741334915161,-0.269286365283305,0.27156865381751,0.172571995424142,0.172571995424142
547,-0.122147627174854,0.139576524496079,-0.06710584461689,0.980354607105255,-0.270511154548664,0.26020156651398,0.1722952414546,0.1722952414546
548,-0.12296885997057,0.134050741791725,-0.0678364187479019,0.980972707271576,-0.270997816283666,0.248877976409233,0.172188096227592,0.172188096227592
549,-0.12366209924221,0.128245145082474,-0.0687819495797157,0.981595635414124,-0.271213792536255,0.236969901545949,0.172396942970514,0.172396942970514
550,-0.124047175049782,0.122239038348198,-0.0695938244462013,0.98225599527359,-0.270727957837389,0.224761812262292,0.172204570693119,0.172204570693119
551,-0.124153688549995,0.116075649857521,-0.0702980980277061,0.982939779758453,-0.269627947889288,0.212326972124261,0.17169930646312,0.17169930646312
552,-0.12419804930687,0.110134929418564,-0.0713798031210899,0.983539521694183,-0.268548611536134,0.200249306795482,0.172034991536649,0.172034991536649
553,-0.124222837388515,0.104109719395638,-0.072463683784008,0.984113335609436,-0.267419628748242,0.188013937661081,0.17236526331539,0.17236526331539
554,-0.124228119850159,0.09792660176754,-0.073176845908165,0.984694421291351,-0.266160497166809,0.17557495085584,0.17191979106053,0.17191979106053
555,-0.124042876064777,0.085957370698452,-0.0750579759478569,0.985693156719208,-0.263456613329269,0.151412244161642,0.172100661935327,0.172100661935327
556,-0.124030694365501,0.0741619318723679,-0.0767132937908173,0.986524999141693,-0.261156104802045,0.127641897246142,0.171994923723783,0.171994923723783
557,-0.123883739113808,0.0682537332177162,-0.0775226280093193,0.986906588077545,-0.259735489006925,0.115770955646073,0.171916962785148,0.171916962785148
558,-0.124521300196648,0.0619441643357277,-0.0786504074931145,0.987153232097626,-0.259860723519042,0.102890906626652,0.172468086127154,0.172468086127154
559,-0.124275140464306,0.0562486164271832,-0.0796920880675316,0.987441658973694,-0.258323904521997,0.0914041793686178,0.172942319782716,0.172942319782716
560,-0.123474754393101,0.050438717007637,-0.0803495422005653,0.987802624702454,-0.255624068795388,0.0798896554730579,0.172598215896773,0.172598215896773
561,-0.123438157141209,0.0440868213772774,-0.0806339085102081,0.988087892532349,-0.254347855705526,0.0672674158005859,0.171455423457733,0.171455423457733
562,-0.122951574623585,0.0381147712469101,-0.0814838632941246,0.988327145576477,-0.252294272164259,0.0553308161991795,0.171539243243217,0.171539243243217
563,-0.122064538300037,0.032131128013134,-0.0822144821286202,0.988589227199554,-0.249438496785798,0.0434717173654047,0.171395910746786,0.171395910746786
564,-0.12116227298975,0.0266028791666031,-0.0835810378193855,0.988749802112579,-0.246666966646487,0.0323590938957778,0.172674769955474,0.172674769955474
565,-0.12125089019537,0.0199369080364704,-0.0843224376440048,0.988832950592041,-0.245663322509992,0.0189813391365687,0.172481179891539,0.172481179891539
566,-0.120395861566067,0.0141972592100501,-0.0856068804860115,0.988926112651825,-0.242945498713842,0.00746672094267753,0.173611965769731,0.173611965769731
567,-0.119431219995022,0.00805397424846888,-0.0859615579247475,0.98908144235611,-0.239937117128206,-0.00460092998025718,0.172830683404244,0.172830683404244
568,-0.118271708488464,0.00213226187042892,-0.0865566059947014,0.989199340343475,-0.236589658971419,-0.0162566452855069,0.172626624270478,0.172626624270478
569,-0.117312766611576,-0.00338857085444033,-0.087819866836071,0.989198625087738,-0.233704042078296,-0.0273121173539381,0.173887031405597,0.173887031405597
570,-0.116284899413586,-0.0091827129945159,-0.0885357409715652,0.98921936750412,-0.230647902561876,-0.0387678835037002,0.174034210969535,0.174034210969535
571,-0.115465372800827,-0.0151999155059457,-0.0888707563281059,0.989211201667786,-0.227997276346748,-0.0506164488617884,0.173402404885131,0.173402404885131
572,-0.114503905177116,-0.0211819391697645,-0.0893051326274872,0.989173889160156,-0.225075043177838,-0.0623972841036884,0.173022786438568,0.173022786438568
573,-0.113617710769176,-0.0270361918956041,-0.0899898186326027,0.989071309566498,-0.222316216261787,-0.0739978186620593,0.173205445634504,0.173205445634504
574,-0.112569369375706,-0.032730370759964,-0.0907604470849037,0.98894864320755,-0.21925213072058,-0.0852743133386511,0.173645091885988,0.173645091885988
575,-0.112549625337124,-0.038955170661211,-0.0917872563004494,0.988630533218384,-0.218150031393325,-0.0978418019350951,0.174431803350185,0.174431803350185
576,-0.111309267580509,-0.0444047339260578,-0.0928558930754662,0.988441348075867,-0.214701300397669,-0.10866813418972,0.175611662476264,0.175611662476264
577,-0.110615395009518,-0.0502160675823689,-0.0930026844143868,0.988227248191834,-0.212398056158284,-0.120113437674086,0.17484916221054,0.17484916221054
578,-0.109454944729805,-0.0551898218691349,-0.0950954183936119,0.987891972064972,-0.209039032926349,-0.130228279969754,0.17825022865063,0.17825022865063
579,-0.108118578791618,-0.0609219968318939,-0.0956312045454979,0.987650513648987,-0.205393860860175,-0.14148992363339,0.178446123013908,0.178446123013908
580,-0.105062641203403,-0.0717346370220184,-0.0981449037790298,0.98700737953186,-0.197184917549239,-0.162948102064178,0.18206897367353,0.18206897367353
581,-0.106502316892147,-0.0779942721128464,-0.0984053909778595,0.986352205276489,-0.199106335336531,-0.175723380263456,0.181279196541752,0.181279196541752
582,-0.104251064360142,-0.0886482447385788,-0.101116187870502,0.985418081283569,-0.192420792139117,-0.197067150180345,0.185429335485784,0.185429335485784
583,-0.103012375533581,-0.0940833687782288,-0.102314636111259,0.984920561313629,-0.188828066944026,-0.20790312113734,0.187261587040654,0.187261587040654
584,-0.102387629449368,-0.0992076024413109,-0.104541324079037,0.984248876571655,-0.186283488390042,-0.218430203465102,0.191150358312405,0.191150358312405
585,-0.100630111992359,-0.104832850396633,-0.105524271726608,0.983741998672485,-0.18159516031763,-0.22950423468061,0.19273194085835,0.19273194085835
586,-0.0999953746795654,-0.110156446695328,-0.107547879219055,0.98300564289093,-0.178970360591721,-0.240385810121325,0.196275333999249,0.196275333999249
587,-0.0984363704919815,-0.12142875790596,-0.110397085547447,0.981518149375916,-0.173220701907695,-0.263129102475755,0.201031634697313,0.201031634697313
588,-0.0974494367837906,-0.12687960267067,-0.111662276089191,0.980783760547638,-0.169947313242737,-0.274063741372311,0.203233313506836,0.203233313506836
589,-0.0972192138433456,-0.131892547011375,-0.113695316016674,0.979911386966705,-0.168050515190033,-0.284411568943951,0.206903495134403,0.206903495134403
590,-0.0962148904800415,-0.13752181828022,-0.113826379179955,0.979221105575562,-0.164991200367407,-0.295514542207943,0.206832555166682,0.206832555166682
591,-0.0966302007436752,-0.141947507858276,-0.116423860192299,0.978242814540863,-0.164285834986473,-0.304921584749316,0.211613530080255,0.211613530080255
592,-0.0967674031853676,-0.146853670477867,-0.117533504962921,0.977372050285339,-0.163362560869754,-0.314991210587719,0.21335971041915,0.21335971041915
593,-0.0984902381896973,-0.150890439748764,-0.119826674461365,0.976305961608887,-0.165469038789068,-0.323866039799054,0.217156183900044,0.217156183900044
594,-0.0982630923390389,-0.155457928776741,-0.120244547724724,0.97556060552597,-0.164047367817677,-0.333072752851408,0.217641129497211,0.217641129497211
595,-0.100060872733593,-0.159040540456772,-0.122149288654327,0.974563241004944,-0.16648833990808,-0.341005483364497,0.220645059166959,0.220645059166959
596,-0.10088736563921,-0.162701070308685,-0.123602539300919,0.973690152168274,-0.167033242069357,-0.348811083140864,0.223037044884942,0.223037044884942
597,-0.101546481251717,-0.16724967956543,-0.12340159714222,0.972876131534576,-0.167677674110362,-0.358092548592462,0.221920572655961,0.221920572655961
598,-0.102845437824726,-0.171264797449112,-0.124084122478962,0.971953868865967,-0.169434098404275,-0.366602676971851,0.222472678088165,0.222472678088165
599,-0.105708219110966,-0.17557418346405,-0.125078827142715,0.970749616622925,-0.174316777326255,-0.376126854868943,0.223027481823327,0.223027481823327
600,-0.106955908238888,-0.179759979248047,-0.125711515545845,0.969764709472656,-0.175968540406137,-0.38498029503229,0.223441888269866,0.223441888269866
601,-0.10731416195631,-0.184069618582726,-0.126231268048286,0.968848705291748,-0.175764118312921,-0.393868952748293,0.223964799885843,0.223964799885843
602,-0.107727073132992,-0.188847839832306,-0.126358926296234,0.967866182327271,-0.17576231161222,-0.403656259218681,0.22358737739864,0.22358737739864
603,-0.107754029333591,-0.193856045603752,-0.126513987779617,0.966852188110352,-0.174892051342305,-0.413836643809797,0.223420822866843,0.223420822866843
604,-0.107368834316731,-0.198928564786911,-0.126593381166458,0.965853810310364,-0.17316387674252,-0.424051139789462,0.223287462726782,0.223287462726782
605,-0.107008039951324,-0.204788371920586,-0.126666441559792,0.964658856391907,-0.171353849319782,-0.435882388264609,0.22308376387007,0.22308376387007
606,-0.104756489396095,-0.21493124961853,-0.129503980278969,0.962319791316986,-0.163323778359981,-0.456487448148865,0.229523488565415,0.229523488565415
607,-0.10482532531023,-0.223352342844009,-0.124720148742199,0.961025655269623,-0.164474411512888,-0.472868973498781,0.218400727147699,0.218400727147699
608,-0.103734157979488,-0.228826910257339,-0.124948985874653,0.95982563495636,-0.161052705014252,-0.483850153481484,0.2190798234165,0.2190798234165
609,-0.102709613740444,-0.234340086579323,-0.124967157840729,0.958602428436279,-0.157863529368457,-0.494905661484419,0.21930684900318,0.21930684900318
610,-0.101865999400616,-0.239843651652336,-0.125058323144913,0.957318544387817,-0.155015710869142,-0.506010908581928,0.219643062003276,0.219643062003276
611,-0.101307742297649,-0.245315402746201,-0.124943658709526,0.956005275249481,-0.152909554354968,-0.517099800417536,0.219400463366217,0.219400463366217
612,-0.10088237375021,-0.250697761774063,-0.125073164701462,0.954636156558991,-0.15096081929822,-0.528091316886324,0.219663635289669,0.219663635289669
613,-0.100601553916931,-0.261559754610062,-0.124853000044823,0.951776087284088,-0.148596970194309,-0.550382595222304,0.218840088418651,0.218840088418651
614,-0.100760295987129,-0.267049372196197,-0.124788887798786,0.950241982936859,-0.148053441118707,-0.561752893159737,0.218366529924593,0.218366529924593
615,-0.0987350791692734,-0.270604938268661,-0.127661317586899,0.949066400527954,-0.140922732270092,-0.56907535649095,0.226141222194094,0.226141222194094
