time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,0.0,0.0,0.0,-0.02,-0.043333333333333335,0.008888888888888889,-3.042817263936996,0.11596689090430737,-1.469245431983471,-0.025652124853086544,0.12271022432796587,0.25695526615519915,0.0,0.0,0.0,-0.02,-0.043333333333333335,0.008888888888888889,0.0,0.0,0.0,0.038248663590536434,0.009344590836702705,-0.009004765189997266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
0.05,0.0,0.0,0.0,-0.012222222222222221,-0.052222222222222225,-0.0022222222222222222,-3.042828387246132,0.11605111237762548,-1.47042716711674,-0.024506387948049886,0.12499441898883622,0.2570219572179039,0.0,0.0,0.0,-0.012222222222222221,-0.052222222222222225,-0.0022222222222222222,0.0,0.0,0.0,0.05748345936280329,0.0357388380326577,-0.006301188304469593,0.021990955743093864,-0.0059768011691788345,0.004172132089591491,0.004801621980921274,-0.002511123309135943,8.422147331811625e-05,-0.001181735133269024,6.66910627047379e-05,3135333.0,203.0
0.1,0.0,0.0,0.0,-0.008888888888888889,-0.05888888888888889,-0.008888888888888889,-3.042721666058206,0.1159044920442088,-1.4704598258464758,-0.023944917162641195,0.12577303838525897,0.25703174950636215,0.0,0.0,0.0,-0.008888888888888889,-0.05888888888888889,-0.008888888888888889,0.0,0.0,0.0,0.043324836251989046,0.014335451570771391,-0.00976685099760883,0.0230189762625953,-0.0063180552689704635,0.005350504156340715,0.0031432209692739076,-0.004904402121209905,-6.239886009856699e-05,-0.0012143938630049256,7.648335116300364e-05,2705233.0,0.0
0.15000000000000002,0.0,0.0,0.0,-0.01,-0.06111111111111111,-0.014444444444444442,-3.04282407667905,0.1160753470583768,-1.4720163092711949,-0.022674057587068315,0.12196252748451179,0.25545657389036874,0.0,0.0,0.0,-0.01,-0.06111111111111111,-0.014444444444444442,0.0,0.0,0.0,0.039902303892771655,0.011660877617723041,-0.011106229879010134,0.024091967484147873,-0.006530811655761475,0.00561649674325663,0.004941171407706461,-0.007506812742053892,0.00010845615406943065,-0.0027708772877239607,-0.0014986922648304035,271753.0,0.0
0.2,0.0,0.0,0.0,0.0,-0.06666666666666667,-0.02,-3.0426345465604188,0.11588733661169065,-1.472047567179804,-0.02155172077741816,0.1207738989998863,0.2550596671545452,0.0,0.0,0.0,0.0,-0.06666666666666667,-0.02,0.0,0.0,0.0,0.0402805229114876,-0.001220065387371833,-0.008377148660558996,0.025168494513274818,-0.006879966103819156,0.006850520420758275,0.006536937554307509,-0.009817282623422408,-7.955429261671809e-05,-0.002802135196332989,-0.001895599000653947,269510.0,0.0
0.25,0.0,0.0,0.0,0.008888888888888889,-0.0811111111111111,-0.01888888888888889,-3.04249600103271,0.11572901306724771,-1.4720973297043052,-0.0214150575507488,0.1175148772226951,0.25607598357323247,0.0,0.0,0.0,0.008888888888888889,-0.0811111111111111,-0.01888888888888889,0.0,0.0,0.0,0.044392117481870136,-0.007228605807029802,-0.004602031602674882,0.026222192843924085,-0.007045303443284851,0.007032444166056585,0.005207786686949157,-0.01217873709571382,-0.00023787783705965515,-0.0028518977208342733,-0.0008792825819666783,252201.0,0.0
0.30000000000000004,0.0,0.0,0.0,0.02,-0.07666666666666667,-0.03222222222222222,-3.0421667504290664,0.11512817461714374,-1.471011189453311,-0.02211697581690545,0.11658707449811831,0.25888816101862916,0.0,0.0,0.0,0.02,-0.07666666666666667,-0.03222222222222222,0.0,0.0,0.0,0.04791138896073456,-0.0024520995092464828,0.0002063292753224893,0.02729802551820299,-0.007275209929075376,0.0071060792836266096,0.0025634462480327936,-0.014349486492070351,-0.0008387162871636294,-0.0017657574698402012,0.0019328948634300125,252404.0,0.0
0.35000000000000003,0.0,0.0,0.0,0.028888888888888884,-0.06222222222222222,-0.035555555555555556,-3.041952422066469,0.11429352955127459,-1.4697566641752253,-0.021591462815456416,0.11746013892537951,0.26594519282645057,0.0,0.0,0.0,0.028888888888888884,-0.06222222222222222,-0.035555555555555556,0.0,0.0,0.0,0.04165004626976029,0.0031136438214875665,0.04937330921895076,0.028369442076479803,-0.00732660619118596,0.0064413355485421426,-0.0017475717964918966,-0.016635158129473027,-0.0016733613530327818,-0.0005112321917544183,0.008989926671251425,256467.0,0.0
0.4,0.0,0.0,0.0,0.027777777777777776,-0.08333333333333333,-0.03222222222222222,-3.041905280474336,0.11376614147035724,-1.4694373887348586,-0.018491641389180195,0.11992635000289104,0.27192908604748134,0.0,0.0,0.0,0.027777777777777776,-0.08333333333333333,-0.03222222222222222,0.0,0.0,0.0,0.038822870693730964,0.0032782789041071836,0.043651507633418414,0.0294870354495644,-0.007424286387685853,0.005767682289226582,-0.03247612309352138,-0.019088016537339936,-0.0022007494339501277,-0.00019195675138772295,0.014973819892282192,249096.0,0.0
0.45,0.0,0.0,0.0,0.03,-0.1,-0.027777777777777776,-3.041569185503165,0.11209567598219938,-1.4678647962928517,-0.018368436124591835,0.12336888493727033,0.2790705102824654,0.0,0.0,0.0,0.03,-0.1,-0.027777777777777776,0.0,0.0,0.0,0.03293580777101465,0.01163214128224246,0.05534126925840639,0.030600127384750857,-0.0076540721287250355,0.005867154005374229,-0.032232205767588354,-0.02125192156616862,-0.003871214922107985,0.0013806356906191919,0.02211524412726623,268997.0,0.0
