time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_error,y_error,z_error,psi_error,solve_time,metadata
0.0,-0.0016986821395053033,0.0014110164317792584,-0.004643145134817361,-0.008888888888888889,-0.04666666666666667,0.01888888888888889,-3.2271468702648547,0.28261615328180023,-1.516302290032965,-0.06532237448120459,0.06648203557809616,0.44505696848022813,-0.050347078903734015,0.13750054645960588,-0.20128027352183492,-0.008888888888888889,-0.04666666666666667,0.01888888888888889,-0.002285967824242835,0.00012985358109502708,-0.004603561043236723,-0.02704374436780302,-0.004568183227777087,0.01098146304433845,0.0,0.0,0.0,0.0,-3.2271468702648547,0.28261615328180023,-1.516302290032965,0.44505696848022813,0.0,0.05
0.05,0.002227666354488963,-0.00011283665833269814,-0.0027113465956384564,-0.0033333333333333335,-0.04555555555555556,0.014444444444444442,-3.2266291565453926,0.2828706807025941,-1.5164391002675017,-0.06575826872517125,0.06297081421883055,0.4471753863616884,0.3791048263523699,-0.052066008035496394,-0.037123025335844786,-0.0033333333333333335,-0.04555555555555556,0.014444444444444442,0.001977848872192031,0.0006266662641448091,-0.0028323193838650303,-0.012116525239536555,-0.015130064813638164,0.017293933655007043,2.743720391503157,-1.653237296496898,0.27342396476829267,-0.4726603343210585,-3.2266291565453926,0.2828706807025941,-1.5164391002675017,0.4471753863616884,0.0,965.0
0.1,0.0048783916881465,0.0005840538304391496,-0.003748463512384684,-0.0033333333333333335,-0.04555555555555556,0.014444444444444442,-3.225765466826937,0.28333948830722694,-1.5168653554473257,-0.06541484656175213,0.06014361931950511,0.4498788730865503,0.2849562685019284,0.062015759100238835,-0.08658261742577458,-0.0033333333333333335,-0.04555555555555556,0.014444444444444442,0.004033669756394532,0.0023243384534254023,-0.004064204976841461,-0.010926445130769376,-0.015604260146892706,0.022358126303315476,2.735729709172863,-1.6613713251728222,0.27059777461176815,-0.46828384259291284,-3.225765466826937,0.28333948830722694,-1.5168653554473257,0.4498788730865503,0.0,0.0
0.15000000000000002,0.005421671402738623,-0.0002864880571767662,-0.002489063980323388,0.005555555555555556,0.0044444444444444444,0.03888888888888889,-3.225347132695118,0.28350978652831216,-1.5169001349218538,-0.06500359978943368,0.059199665651155836,0.45055321727954756,0.24247086635120324,-0.07929608149226436,0.08714910892689377,0.005555555555555556,0.0044444444444444444,0.03888888888888889,0.0049361821015046345,0.001891505698071612,-0.002779990676112051,-0.008205116071541126,-0.020554219820421583,0.0187929928750034,2.72714657845852,-1.6698531739805587,0.2726147639015767,-0.47098732931777626,-3.225347132695118,0.28350978652831216,-1.5169001349218538,0.45055321727954756,0.0,0.0
0.2,0.00873441150680609,0.0006344256917817928,-0.0036240668044471157,-0.0022222222222222222,0.017777777777777778,0.042222222222222223,-3.2235680107816513,0.28437798930209157,-1.5172473075169353,-0.060916035862380924,0.0577089115500955,0.45105916162704707,0.07733801744707614,0.05650101908951627,-0.07676980979557406,-0.0022222222222222222,0.017777777777777778,0.042222222222222223,0.007477615193668446,0.004081642731882568,-0.0041535243055029775,0.00587654367581233,-0.014648127311340759,0.015380478987900088,2.763421481284761,-1.6772195405220645,0.27071787129420133,-0.5073836763636094,-3.2235680107816513,0.28437798930209157,-1.5172473075169353,0.45105916162704707,0.0,0.0
0.25,0.00908044305465399,0.0005956442828455872,-0.002018704950607355,-0.015555555555555555,0.04,0.04777777777777778,-3.2227672037149904,0.28505490030638964,-1.5174240823926222,-0.0574572540965666,0.0605050506174523,0.45023983590961725,-0.015059103699406462,-0.028224364671187177,0.07352896706507882,-0.015555555555555555,0.04,0.04777777777777778,0.007839749215022479,0.004320821970227785,-0.0025986992140797083,0.012763350695382772,9.509965544556378e-05,0.010737844691287168,2.766505047726664,-1.6730937799225603,0.2728059157988144,-0.5127608029183167,-3.2227672037149904,0.28505490030638964,-1.5174240823926222,0.45023983590961725,0.0,0.0
0.30000000000000004,0.011858089936364962,0.0007443717715016589,0.001574565768745638,-0.028888888888888884,0.044444444444444446,0.035555555555555556,-3.2220706075969323,0.2855167628131997,-1.5170091569012767,-0.05183769243507884,0.06584454776394236,0.44717037597685627,0.6880067609367527,-0.04087250264715027,0.8885082275884469,-0.028888888888888884,0.044444444444444446,0.035555555555555556,0.010406128915195012,0.005899760145518055,0.0007436093456466937,0.048633762049848435,0.03300450804657026,-0.011512944993493215,2.7828488555342563,-1.6600573262350724,0.27052038018805685,-0.5200601142129011,-3.2220706075969323,0.2855167628131997,-1.5170091569012767,0.44717037597685627,0.0,0.0
0.35000000000000003,0.00960665262400824,0.002474423181686325,0.0030673396838898676,-0.04777777777777778,0.04666666666666667,0.03111111111111111,-3.2218317362379247,0.2859598393887431,-1.5162093271987034,-0.04442290765552233,0.0740615761555124,0.442189244985291,-0.02024084392474985,0.055591956644610384,0.11687655876491738,-0.04777777777777778,0.04666666666666667,0.03111111111111111,0.00774616502590921,0.00654569722802243,0.00222932560368312,0.054500541783353944,0.04758549242285375,-0.02258915800178207,2.785496251149413,-1.640428463446581,0.2645940815743627,-0.49912965285371474,-3.2218317362379247,0.2859598393887431,-1.5162093271987034,0.442189244985291,0.0,0.0
0.4,0.007938750124184078,0.0033140503033797664,0.004588550508888062,-0.06444444444444444,0.03777777777777778,0.023333333333333334,-3.2220686724622007,0.2863495563472078,-1.515560651362382,-0.03841073692921759,0.08294262939522683,0.43725245023424786,-0.08373443059367097,0.059543372495663736,0.104061889012068,-0.06444444444444444,0.03777777777777778,0.023333333333333334,0.006033543675226956,0.006661755400834112,0.003778735822833804,0.06350602641467862,0.06961180676234863,-0.03369837532468034,2.7964258756270137,-1.6132156810201537,0.261504629219827,-0.48765361225254134,-3.2220686724622007,0.2863495563472078,-1.515560651362382,0.43725245023424786,0.0,0.0
0.45,0.004270602741185526,0.006106000259015882,0.004848065977809788,-0.06888888888888889,0.03888888888888889,0.024444444444444442,-3.2233603713325456,0.28687251446262385,-1.5149312633104897,-0.033289749078453154,0.0967325585794345,0.4283287050083785,-0.09331499890712491,0.06940966203320713,0.1728701968078056,-0.06888888888888889,0.03888888888888889,0.024444444444444442,0.001684983664899581,0.007648132757024883,0.004206177129088202,0.0659586893814294,0.09129807585135198,-0.053169878987639176,2.798177064865269,-1.5869941005856598,0.25852271408450567,-0.47135072568468767,-3.2233603713325456,0.28687251446262385,-1.5149312633104897,0.4283287050083785,0.0,0.0
0.5,-0.008619357331576618,0.009483565493406683,0.01817426521397371,-0.07111111111111111,0.03,0.02,-3.2240208022363044,0.2868951626160282,-1.5142313499852516,-0.028084351177740247,0.10427601624037845,0.4229094224135743,-4.943793123012545,1.5974590943576281,4.782165720874153,-0.07111111111111111,0.03,0.02,-0.010163355637722736,0.006363891832846272,0.018728116143007935,0.17075671279406962,0.223031535226613,-0.1631575138660381,2.8166292725066016,-1.562409650638129,0.2574952801596591,-0.46405070786122016,-3.2240208022363044,0.2868951626160282,-1.5142313499852516,0.4229094224135743,0.0,0.0
