time,vx,vy,vz,wx,wy,wz,x,y,z,phi,theta,psi,vxdot,vydot,vzdot,wxdot,wydot,wzdot,xdot,ydot,zdot,phidot,thetadot,psidot,fx,fy,fz,tauz,x_ref,y_ref,z_ref,psi_ref,x_error,y_error,z_error,psi_error,solve_time,metadata
0.05,0.005128051160002641,-0.0021312232009668792,0.0023491409580810546,0.012150549071993075,-0.007682237150127855,0.0051775827716180126,-2.855592020732314,-0.08997287871664807,-1.1019761633937668,0.005587052127957111,0.03186792755302242,-0.13622007927868732,-0.009865894366476878,0.002563258295513489,-0.016062913464148895,0.05477500883930909,-0.009113307083568941,-0.029866104696095703,0.004860550243861048,-0.0028305949704038567,0.0021726177098846957,0.012314232945616767,-0.007711044523687993,0.005137189479856285,-0.0006813530406809539,0.0004635775488181626,-0.019891482713219572,1.0598431507621348e-05,-2.8558438950300213,-0.08982819968909024,-1.10210330183506,-0.13639585330196152,-2.860971946190024,-0.08769697648812336,-1.104452442793141,-0.1485464023739546,61445135,3600.0
0.1,0.005128051160002641,-0.0021312232009668792,0.0023491409580810546,0.012150549071993075,-0.007682237150127855,0.0051775827716180126,-2.855592020732314,-0.08997287871664807,-1.1019761633937668,0.005587052127957111,0.03186792755302242,-0.13622007927868732,-0.009865894366476878,0.002563258295513489,-0.016062913464148895,0.05477500883930909,-0.009113307083568941,-0.029866104696095703,0.004860550243861048,-0.0028305949704038567,0.0021726177098846957,0.012314232945616767,-0.007711044523687993,0.005137189479856285,-0.0009454427973200126,0.0007272098027798562,-0.022855896641519626,4.111097688897118e-06,-2.8552883394744657,-0.08982819968909024,-1.103214412946171,-0.13639585330196152,-2.860416390634468,-0.08769697648812336,-1.105563553904252,-0.1485464023739546,49946196,0.05
0.15000000000000002,0.006501474782274419,-0.0035054404626062635,0.004391819803401331,0.01056070574778793,-0.009335474004902115,0.005325977782688591,-2.855287185789315,-0.0901928741120697,-1.1017679214544214,0.0061234687622050005,0.03139943858164333,-0.1359564611879649,0.009096288762952112,-0.006848396274767787,0.0010037738884684719,-0.009156856306444555,-0.01699485500764828,0.022369714377965606,0.006095483920730471,-0.004399031102649781,0.004164008825280232,0.010726194761998209,-0.009367912234686705,0.005271311147610907,-0.0008856402899291399,0.0009209555047369831,-0.025731268901731726,4.240820492232122e-06,-2.85473278391891,-0.08982819968909024,-1.104325524057282,-0.13639585330196152,-2.8612342587011845,-0.08632275922648398,-1.1087173438606834,-0.14695655904974944,8813494,gamma_th = 1
0.2,0.0044792484979208095,-0.0033738830022373356,0.0033760706539597363,0.0046343168841986035,-0.01497617004115185,0.006519864625968457,-2.8550983548313353,-0.09039572104905104,-1.1015911478424611,0.006325332379409769,0.030604471263898713,-0.1356315960269493,-0.01485558739992191,0.0040123115213018335,0.004850566247050203,-0.0798800929378847,0.0018066377034150923,0.0016347060638898046,0.004078660490615673,-0.003983252521935184,0.0032160277716816567,0.004831012197022028,-0.015017110480969811,0.006428015688444013,-0.0005536368335360155,0.0009758223528477108,-0.026074551582180736,1.7620205326452343e-06,-2.854177228363355,-0.08982819968909024,-1.1054366351683933,-0.13639585330196152,-2.8586564768612757,-0.08645431668685291,-1.1088127058223531,-0.14103017018616013,8546202,gamma_ph = 1
0.25,-3.095410649013786e-06,-0.0054204553242376335,0.0016636611727879514,0.017722125931064134,-0.016030545792440093,-7.346368724850864e-05,-2.8551328346118092,-0.09066511192663985,-1.1015099636622325,0.007211037752216499,0.029803099074233654,-0.13564105183728548,-0.02092340958868361,-0.01660043379709013,-0.025230769005848752,0.1596801217141962,-0.0012676250842511795,-0.04880975446584007,-0.0006896883505450176,-0.0053885421386842235,0.0016239019675498673,0.017716489758472204,-0.01602959926271499,-0.00018914164023652025,3.163130640613169e-05,0.0013063115973665589,-0.02580556137475787,1.1419995729735302e-05,-2.853621672807799,-0.08982819968909024,-1.1065477462795044,-0.13639585330196152,-2.85361857739715,-0.08440774436485261,-1.1082114074522924,-0.15411797923302567,8731740,gamma_psi = 10
0.30000000000000004,0.00133088233992154,-0.004094596478623543,0.0016068207171406664,0.011482016336704398,-0.00536083175969586,-0.007822345905864683,-2.85509247913767,-0.0908778935816581,-1.1014332180622355,0.007773507179756646,0.029538112477867747,-0.13603440275530554,0.0024810372318091038,-0.003268789705508905,-0.001982821972602501,0.009261413455559003,0.00021143671804462329,-0.031366235901621874,0.0008071294959909351,-0.004255738623669055,0.0015349500598444996,0.01124966749229578,-0.005299863340250377,-0.007867213432145458,6.009459046704788e-05,0.0012635279096578343,-0.026789186044139886,2.4190589921775306e-05,-2.8530661172522436,-0.08982819968909024,-1.1076588573906154,-0.13639585330196152,-2.854396999592165,-0.08573360321046669,-1.1092656781077561,-0.14787786963866592,8413972,k1 = [[1.1 1.1 5.  0.4]]
0.35000000000000003,-0.0007678469162773183,-0.0033333659680890326,-0.0008495229235744821,0.01024073648855421,0.008232953010646575,-0.008276941670356032,-2.8551544203776476,-0.09103725961742365,-1.1014759019107747,0.008273243869165899,0.02995316748435746,-0.13644501188855782,-0.012125535889556751,0.008327085364774164,-0.01032460862621017,-0.014806386114116556,0.09426612510976427,0.02765087152521606,-0.0012388318882049878,-0.0031873389534108113,-0.0008536818555912941,0.009994790978837776,0.008301147629341995,-0.00821222965580055,0.00032623379609324465,0.001294887354735542,-0.02571039198679814,2.695608573123162e-05,-2.852510561696688,-0.08982819968909024,-1.1087699685017265,-0.13639585330196152,-2.8517427147804106,-0.08649483372100121,-1.107920445578152,-0.14663658979051572,8659907,k2 = [[0.5 0.5 5.  0.4]]
0.4,-0.0017939885465104903,-0.0029865159882367038,-0.0013734408028100466,0.004233225300456546,0.023134484767514715,-0.005981808451089609,-2.855265680697584,-0.09117210630865802,-1.1015430199500393,0.008475923210145748,0.03111250571107388,-0.13673445752821672,-0.005949663139904661,-0.001985814985983317,-0.011733776424173963,0.02304840413993012,0.04793969967535163,-0.005770849025098925,-0.0022249751114485124,-0.002696653506205773,-0.0013422212607206666,0.004053165491015633,0.02318435450907367,-0.0057883110953428265,0.0005210537947087365,0.0013141659978838389,-0.026221404277313447,2.5082811404270957e-05,-2.8519550061411323,-0.08982819968909024,-1.1098810796128378,-0.13639585330196152,-2.8501610175946217,-0.08684168370085353,-1.1085076388100277,-0.14062907860241808,8607216,theta_limit = 0.08726646259971647
0.45,-0.004405027837820152,-0.0034127649206110258,-0.003936078838492989,0.008413191265124948,0.03470187540853923,-0.004806789555673288,-2.8555132582057565,-0.09130846051452088,-1.1017339891496274,0.008889185707265254,0.03284964081759238,-0.13695948211208303,-0.006999983383847958,-0.004602873221026367,0.010334342681844333,-0.036990019039807254,0.054483650363916905,0.00618135563224602,-0.004951625719266866,-0.0027271257298934542,-0.003819442271825034,0.008265376062019979,0.03474323227002262,-0.004500560350427185,0.0008026395703033803,0.0014606027556297596,-0.024939803011765654,2.5005782399333278e-05,-2.851399450585577,-0.08982819968909024,-1.1109921907239488,-0.13639585330196152,-2.846994422747757,-0.08641543476847921,-1.1070561118854558,-0.14480904456708646,8610015,phi_limit = 0.08726646259971647
0.5,-0.0077631405490975105,-0.005193358844456175,-0.008572994252473135,0.02303054507328283,0.037738095203632735,-0.008132014694843908,-2.8559473186885587,-0.09150624499608108,-1.1021514704011992,0.010027217242836258,0.0347404898555497,-0.1373473686023999,-0.006669345758573224,-0.002357052562977744,-0.020057121806483974,0.04454074679308985,0.007823486012628276,-0.016467929799608757,-0.008681383519505271,-0.00395576885402233,-0.008349792254067146,0.02276108655135688,0.037817738141063324,-0.007757885174750144,0.0011122831778635903,0.0018692562806797096,-0.021728072574296285,3.409372695989345e-05,-2.8508438950300214,-0.08982819968909024,-1.11210330183506,-0.13639585330196152,-2.843080754480924,-0.08463484084463406,-1.1035303075825869,-0.15942639837524436,8843022,psi_limit = 0.17453292519943295
0.55,-0.008354979179489274,-0.005921967371903253,-0.01082420836168424,0.025237101956811954,0.05404444838467935,-0.00829296161659007,-2.8564208176632,-0.0917333578094235,-1.1026799525773072,0.011274655087362678,0.03744716123327476,-0.13773178615602705,-0.021104767638702365,-0.013942856047936315,-0.026137662185000583,0.10150704347095701,0.01016258883610856,0.0006777237532660118,-0.009470169153429983,-0.004542347237166277,-0.010569855206348485,0.024949256553297352,0.05413451171506374,-0.0076885050514686245,0.001174749524360923,0.002136902675213238,-0.02036938206446938,3.9659210385097914e-05,-2.850288339474466,-0.08982819968909024,-1.113214412946171,-0.13639585330196152,-2.8419333602949766,-0.08390623231718698,-1.1023902045844867,-0.16163295525877347,8453602,psi cbf = False
0.6000000000000001,-0.008703739338014521,-0.005655146862478212,-0.012521395553800323,0.02204006129058727,0.06166343536432563,0.0003397411926232826,-2.8569144906865915,-0.09194254392360739,-1.1032912655124734,0.012378788250824866,0.04052958957517014,-0.13767659543106092,0.01617111962053062,0.023909324125884476,0.003557635867032993,-0.15793469528933754,0.10903548691942645,0.05667275500667996,-0.009874411582070594,-0.0041841253032543655,-0.012227436463526021,0.022084790500689625,0.061654505468061484,0.001103920830197762,0.0012212969935677452,0.002254108519966543,-0.019385774918235003,2.8130030899478224e-05,-2.84973278391891,-0.08982819968909024,-1.114325524057282,-0.13639585330196152,-2.8410290445808957,-0.08417305282661203,-1.1018041285034816,-0.1584359145925488,8201216,dT = 0.05
0.65,-0.00997401211620089,-0.002857571782707384,-0.013473264661041352,0.0076653693632479925,0.06228172350080311,0.003193632215594807,-2.85750270215285,-0.09196001314001606,-1.103990421924307,0.012749357657772976,0.04356135254099688,-0.1374469326808352,-0.007879479436155665,0.0069325519616990185,-0.012997384636328718,-0.03522140562257998,0.011644008359288487,0.009386528116601836,-0.010821255919570182,-0.0012143514605617808,-0.013061441944414566,0.007839175988170539,0.06223594608680099,0.003991189344373737,0.001418522580525344,0.001997044563967247,-0.019003883325761025,2.489994558417006e-05,-2.8491772283633545,-0.08982819968909024,-1.1154366351683933,-0.13639585330196152,-2.8392032162471534,-0.08697062790638285,-1.101963370507352,-0.14406122266520952,8545447,0
0.7000000000000001,-0.00912064791866142,-0.006644781073516187,-0.01743731992890799,0.024699089077821566,0.0536049007206505,-0.007109511930609417,-2.8580381151493004,-0.09220893125179501,-1.104844986575988,0.013969826730127293,0.04624681137208993,-0.1377653330322453,0.022688151852478543,-0.022243415798939445,-0.00017448516640598282,0.10984514097801733,-0.07021501785273715,-0.06968668249449628,-0.010706228088314992,-0.004977417615345944,-0.01708805004316328,0.024404749884636846,0.05369898556453436,-0.0063667987295695965,0.0012696596806340628,0.002697684563886691,-0.01583422423209078,4.9942818070321754e-05,-2.8486216728077993,-0.08982819968909024,-1.1165477462795044,-0.13639585330196152,-2.8395010248891377,-0.08318341861557406,-1.0991104263505964,-0.16109494237978308,8454196,0
0.75,-0.0077822136618742235,-0.006134532777970682,-0.01703486301481031,0.021788712485735683,0.04403897239421777,-0.006539451924070893,-2.858504634878018,-0.09244083898072716,-1.105681471476359,0.015045111511743953,0.04845362775180229,-0.13805951291240803,-0.0041771037742374855,0.017340915108755777,0.0012660847414750884,-0.08700323062062755,0.005321009636483561,0.040590451988244756,-0.009329558222508257,-0.004637738826756987,-0.016728198401622037,0.021503767918763204,0.04413237133079565,-0.005883070213155914,0.0012880117263532613,0.002779551876443903,-0.0163576202172442,5.4079728022402856e-05,-2.8480661172522437,-0.08982819968909024,-1.1176588573906154,-0.13639585330196152,-2.8402839035903695,-0.08369366691111955,-1.1006239943758052,-0.1581845657876972,8742226,0
0.8,-0.007313770223852573,-0.004425219867069758,-0.019770099672018118,0.022263458184282922,0.042732093511182616,-0.0022943882760954916,-2.8588395868146677,-0.09256394228188318,-1.1064660597491662,0.01597834864985822,0.05009862523701913,-0.1381307422250675,-0.007127278248507874,0.01981031892407627,-0.011342344951044425,-0.05971423799710353,0.018978497824259827,0.038859099477433844,-0.008784755738226069,-0.0029270651229210496,-0.01944713354678873,0.022182664852943002,0.042763297688454396,-0.001613360400207996,0.0012357626371160813,0.0027781822407460877,-0.014318901659686715,5.106092840763597e-05,-2.847510561696688,-0.08982819968909024,-1.1187699685017265,-0.13639585330196152,-2.8401967914728354,-0.08540297982202048,-1.0989998688297085,-0.15865931148624446,8829914,0
0.8500000000000001,-0.004029575653976743,-0.0022080322100949423,-0.020233439964152902,0.002424997878590336,0.04342843816635076,0.013694814757122913,-2.859157612024268,-0.09263391136957368,-1.1076675462792531,0.016169387054569027,0.0526905277059667,-0.13726588881874033,0.009889552264476846,-0.005796522152624709,-0.005269695048234892,0.020534833934831714,-0.031186754145544907,0.011246884809000898,-0.005300783293370574,-0.0011662313548928892,-0.020026147404793235,0.00318419154681534,0.04320133401598583,0.0144152109615351,0.0009334136213202872,0.0024611283509963105,-0.013707169157180342,2.5378892279970688e-05,-2.8469550061411324,-0.08982819968909024,-1.1198810796128376,-0.13639585330196152,-2.842925430487156,-0.0876201674789953,-1.0996476396486847,-0.13882085118055185,10101711,0
0.9,-0.0007374035204726897,-0.0038634706829750133,-0.018872326217908266,-0.0002392610050922052,0.022310805670180914,0.0044170474972876255,-2.859268818044006,-0.0927981608147998,-1.1086108633329084,0.01617028778528513,0.05380241361581432,-0.13702666790317133,0.01611592615946258,0.0010369726870832268,0.019103994416293422,-0.12037038850216769,-0.0910557246310623,-0.015044066258938987,-0.00222399525770034,-0.0032848040791587027,-0.018865279584480837,1.8013600754681314e-05,0.022236467022450686,0.004784149122691373,0.000808493180452275,0.0026776923174654708,-0.014830611034114509,4.358021502014613e-05,-2.8463994505855768,-0.08982819968909024,-1.1209921907239488,-0.13639585330196152,-2.845662047065104,-0.08596472900611522,-1.1021198645060406,-0.13615659229686933,8471346,0
0.9500000000000001,-0.00028682487545829606,-0.0047886323943405,-0.019961401554136494,0.002841288180971575,0.0015749722202997244,0.0026648749665542644,-2.859366893767512,-0.09300985781257116,-1.1096104282600414,0.016319598560498052,0.05387897326362305,-0.1368919685277363,-0.016507917295580665,-0.01590916078696718,-0.03044331959767478,0.19127009130456277,-0.14915792559672167,-0.03183669323174659,-0.001961619231890554,-0.004234166084292232,-0.01999236625020906,0.0029863749938897535,0.00153127473506817,0.002694131390839744,0.0008860725571927943,0.002886493838102681,-0.013971077645257651,4.722984530639081e-05,-2.8458438950300216,-0.08982819968909024,-1.12210330183506,-0.13639585330196152,-2.8455570701545634,-0.08503956729474973,-1.1021419002809234,-0.1392371414829331,8533368,0
1.0,0.0011825028628989216,-0.00535628303596416,-0.01938428569698419,0.0037104134357931282,-0.01055275715201588,0.011246347987682852,-2.8593940389823898,-0.09326022969996342,-1.110585649027155,0.016534660518230444,0.05334214145904706,-0.13633769573714102,0.02887124575960674,0.023962320704249324,0.042417181176634254,-0.2643975482039965,0.08883181936321521,0.09099480953639326,-0.0005429358823779433,-0.005007729068143467,-0.019505550060742324,0.004301489390065018,-0.01073726072235636,0.011086100736207579,0.0009660181520628821,0.0029899687533710712,-0.014501039229649532,3.425010183866584e-05,-2.845288339474466,-0.08982819968909024,-1.123214412946171,-0.13639585330196152,-2.846470842337365,-0.08447191665312608,-1.1038301272491868,-0.14010626673775464,8662039,0
